"","Genotype","Treatment","ID","Date","Type","value"
"428","b42-34","Drought","b42-34.2","11/23","WU (L)",0.192
"429","b42-34","Drought","b42-34.2","11/25","WU (L)",0.446
"430","b42-34","Drought","b42-34.2","11/27","WU (L)",0.29925
"431","b42-34","Drought","b42-34.2","11/30","WU (L)",0.3102
"432","b42-34","Drought","b42-34.2","12/02","WU (L)",0.23815
"433","b42-34","Drought","b42-34.2","12/04","WU (L)",0.118149999999999
"434","b42-34","Drought","b42-34.2","12/07","WU (L)",0.0739999999999995
"435","b42-34","Drought","b42-34.2","12/09","WU (L)",0.1355
"436","b42-34","Drought","b42-34.3","10/28","WU (L)",0.19081012075
"437","b42-34","Drought","b42-34.3","10/30","WU (L)",0.29331012075
"438","b42-34","Drought","b42-34.3","11/06","WU (L)",0.122
"439","b42-34","Drought","b42-34.3","11/09","WU (L)",0.22
"440","b42-34","Drought","b42-34.3","11/11","WU (L)",0.234
"441","b42-34","Drought","b42-34.3","11/13","WU (L)",0.16
"442","b42-34","Drought","b42-34.3","11/16","WU (L)",0.0999999999999995
"443","b42-34","Drought","b42-34.3","11/20","WU (L)",0.103333333333333
"444","b42-34","Drought","b42-34.3","11/23","WU (L)",0.124
"445","b42-34","Drought","b42-34.3","11/25","WU (L)",0.14
"446","b42-34","Drought","b42-34.3","11/27","WU (L)",0.16175
"447","b42-34","Drought","b42-34.3","11/30","WU (L)",0.1277
"448","b42-34","Drought","b42-34.3","12/02","WU (L)",0.14815
"449","b42-34","Drought","b42-34.3","12/04","WU (L)",0.0581499999999999
"450","b42-34","Drought","b42-34.3","12/14","WU (L)",0.136666666666666
"451","b42-34","Drought","b42-34.3","12/16","WU (L)",0.088338208000001
"452","b42-34","Drought","b42-34.4","10/28","WU (L)",0.36493732575
"453","b42-34","Drought","b42-34.4","10/30","WU (L)",0.27943732575
"454","b42-34","Drought","b42-34.4","11/06","WU (L)",0.222
"455","b42-34","Drought","b42-34.4","11/09","WU (L)",0.33
"456","b42-34","Drought","b42-34.4","11/11","WU (L)",0.304
"457","b42-34","Drought","b42-34.4","11/13","WU (L)",0.26
"458","b42-34","Drought","b42-34.4","11/16","WU (L)",0.17
"459","b42-34","Drought","b42-34.4","11/23","WU (L)",0.0740000000000006
"460","b42-34","Drought","b42-34.4","11/25","WU (L)",0.19
"461","b42-34","Drought","b42-34.4","11/27","WU (L)",0.252250000000001
"462","b42-34","Drought","b42-34.4","11/30","WU (L)",0.2797
"463","b42-34","Drought","b42-34.4","12/02","WU (L)",0.20815
"464","b42-34","Drought","b42-34.4","12/04","WU (L)",0.11815
"465","b42-34","Drought","b42-34.4","12/07","WU (L)",0.0720000000000006
"466","b42-34","Drought","b42-34.4","12/09","WU (L)",0.044
"467","b42-34","Drought","b42-34.4","12/14","WU (L)",0.286666666666666
"468","b42-34","Drought","b42-34.4","12/16","WU (L)",0.190000000000001
"469","b42-34","Drought","b42-34.5","10/28","WU (L)",0.24078876475
"470","b42-34","Drought","b42-34.5","10/30","WU (L)",0.28528876475
"471","b42-34","Drought","b42-34.5","11/06","WU (L)",0.132
"472","b42-34","Drought","b42-34.5","11/09","WU (L)",0.27
"473","b42-34","Drought","b42-34.5","11/11","WU (L)",0.204
"474","b42-34","Drought","b42-34.5","11/13","WU (L)",0.17
"475","b42-34","Drought","b42-34.5","11/16","WU (L)",0.16
"476","b42-34","Drought","b42-34.5","11/23","WU (L)",0.164
"477","b42-34","Drought","b42-34.5","11/25","WU (L)",0.14
"478","b42-34","Drought","b42-34.5","11/27","WU (L)",0.22475
"479","b42-34","Drought","b42-34.5","11/30","WU (L)",0.2732
"480","b42-34","Drought","b42-34.5","12/02","WU (L)",0.17815
"481","b42-34","Drought","b42-34.5","12/04","WU (L)",0.15815
"482","b42-34","Drought","b42-34.5","12/07","WU (L)",0.062
"483","b42-34","Drought","b42-34.5","12/09","WU (L)",0.124
"484","NY1","Control","NY1.10","10/28","WU (L)",0.3930602598
"485","NY1","Control","NY1.10","10/30","WU (L)",0.3634602598
"486","NY1","Control","NY1.10","11/02","WU (L)",0.4618602598
"487","NY1","Control","NY1.10","11/04","WU (L)",0.306
"488","NY1","Control","NY1.10","11/06","WU (L)",0.4115
"489","NY1","Control","NY1.10","11/09","WU (L)",0.778
"490","NY1","Control","NY1.10","11/11","WU (L)",0.359999999999999
"491","NY1","Control","NY1.10","11/13","WU (L)",0.501999999999999
"492","NY1","Control","NY1.10","11/23","WU (L)",1.322
"493","NY1","Control","NY1.10","11/25","WU (L)",0.928258078
"494","NY1","Control","NY1.10","11/27","WU (L)",0.931899999999999
"495","NY1","Control","NY1.10","11/30","WU (L)",1.1517
"496","NY1","Control","NY1.10","12/02","WU (L)",0.634829039
"497","NY1","Control","NY1.10","12/04","WU (L)",1.024829039
"498","NY1","Control","NY1.10","12/07","WU (L)",1.64
"499","NY1","Control","NY1.10","12/09","WU (L)",0.782
"500","NY1","Control","NY1.10","12/14","WU (L)",1.575
"501","NY1","Control","NY1.10","12/16","WU (L)",1.0275
"502","NY1","Control","NY1.6","10/28","WU (L)",0.3847988858
"503","NY1","Control","NY1.6","10/30","WU (L)",0.3146988858
"504","NY1","Control","NY1.6","11/02","WU (L)",0.2450988858
"505","NY1","Control","NY1.6","11/04","WU (L)",0.216500000000001
"506","NY1","Control","NY1.6","11/06","WU (L)",0.263999999999999
"507","NY1","Control","NY1.6","11/09","WU (L)",0.516
"508","NY1","Control","NY1.6","11/11","WU (L)",0.286499999999999
"509","NY1","Control","NY1.6","11/13","WU (L)",0.292
"510","NY1","Control","NY1.6","11/20","WU (L)",0.5325
"511","NY1","Control","NY1.6","11/23","WU (L)",0.7905
"512","NY1","Control","NY1.6","11/25","WU (L)",0.681758078
"513","NY1","Control","NY1.6","11/27","WU (L)",0.826399999999999
"514","NY1","Control","NY1.6","11/30","WU (L)",0.6087
"515","NY1","Control","NY1.6","12/02","WU (L)",0.774829039
"516","NY1","Control","NY1.6","12/04","WU (L)",0.894829039
"517","NY1","Control","NY1.6","12/07","WU (L)",1.4815
"518","NY1","Control","NY1.6","12/09","WU (L)",0.774
"519","NY1","Control","NY1.7","10/28","WU (L)",0.1704474468
"520","NY1","Control","NY1.7","10/30","WU (L)",0.3218474468
"521","NY1","Control","NY1.7","11/02","WU (L)",0.4182474468
"522","NY1","Control","NY1.7","11/04","WU (L)",0.2575
"523","NY1","Control","NY1.7","11/06","WU (L)",0.324
"524","NY1","Control","NY1.7","11/09","WU (L)",0.558
"525","NY1","Control","NY1.7","11/11","WU (L)",0.359999999999999
"526","NY1","Control","NY1.7","11/13","WU (L)",0.400344475
"527","NY1","Control","NY1.7","11/23","WU (L)",0.862
"528","NY1","Control","NY1.7","11/25","WU (L)",0.638258078
"529","NY1","Control","NY1.7","11/27","WU (L)",0.7424
"530","NY1","Control","NY1.7","11/30","WU (L)",0.454200000000001
"531","NY1","Control","NY1.7","12/02","WU (L)",0.814829039
"532","NY1","Control","NY1.7","12/04","WU (L)",0.784829039
"533","NY1","Control","NY1.7","12/07","WU (L)",1.35
"534","NY1","Control","NY1.7","12/09","WU (L)",0.782
"535","NY1","Control","NY1.7","12/14","WU (L)",1.185
"536","NY1","Control","NY1.8","10/28","WU (L)",0.2501902508
"537","NY1","Control","NY1.8","10/30","WU (L)",0.3205902508
"538","NY1","Control","NY1.8","11/02","WU (L)",0.3589902508
"539","NY1","Control","NY1.8","11/04","WU (L)",0.1675
"540","NY1","Control","NY1.8","11/06","WU (L)",0.314
"541","NY1","Control","NY1.8","11/09","WU (L)",0.568
"542","NY1","Control","NY1.8","11/11","WU (L)",0.300000000000001
"543","NY1","Control","NY1.8","11/13","WU (L)",0.442
"544","NY1","Control","NY1.8","11/23","WU (L)",1.032
"545","NY1","Control","NY1.8","11/25","WU (L)",0.478258078000001
"546","NY1","Control","NY1.8","11/27","WU (L)",0.6819
"547","NY1","Control","NY1.8","11/30","WU (L)",0.6917
"548","NY1","Control","NY1.8","12/02","WU (L)",0.524829039
"549","NY1","Control","NY1.8","12/04","WU (L)",0.924829039
"550","NY1","Control","NY1.8","12/07","WU (L)",1.67
"551","NY1","Control","NY1.8","12/09","WU (L)",1.482
"552","NY1","Control","NY1.8","12/14","WU (L)",1.2875
"553","NY1","Control","NY1.9","10/28","WU (L)",0.2755458678
"554","NY1","Control","NY1.9","10/30","WU (L)",0.2309458678
"555","NY1","Control","NY1.9","11/02","WU (L)",0.1523458678
"556","NY1","Control","NY1.9","11/04","WU (L)",0.112
"557","NY1","Control","NY1.9","11/06","WU (L)",0.2635
"558","NY1","Control","NY1.9","11/09","WU (L)",0.3935
"559","NY1","Control","NY1.9","11/11","WU (L)",0.2
"560","NY1","Control","NY1.9","11/13","WU (L)",0.292
"561","NY1","Control","NY1.9","11/23","WU (L)",0.6295
"562","NY1","Control","NY1.9","11/25","WU (L)",0.543258078
"563","NY1","Control","NY1.9","11/27","WU (L)",0.6529
"564","NY1","Control","NY1.9","11/30","WU (L)",0.5127
"565","NY1","Control","NY1.9","12/02","WU (L)",0.444829039
"566","NY1","Control","NY1.9","12/04","WU (L)",0.764829039
"567","NY1","Control","NY1.9","12/07","WU (L)",1.53
"568","NY1","Control","NY1.9","12/09","WU (L)",1.352
"569","NY1","Control","NY1.9","12/14","WU (L)",1.823
"570","NY1","Drought","NY1.1","10/28","WU (L)",0.26922144875
"571","NY1","Drought","NY1.1","10/30","WU (L)",0.35172144875
"572","NY1","Drought","NY1.1","11/06","WU (L)",0.0990000000000001
"573","NY1","Drought","NY1.1","11/09","WU (L)",0.293000000000001
"574","NY1","Drought","NY1.1","11/11","WU (L)",0.228
"575","NY1","Drought","NY1.1","11/13","WU (L)",0.21
"576","NY1","Drought","NY1.1","11/16","WU (L)",0.26
"577","NY1","Drought","NY1.1","11/23","WU (L)",0.273
"578","NY1","Drought","NY1.1","11/25","WU (L)",0.2895
"579","NY1","Drought","NY1.1","11/27","WU (L)",0.33175
"580","NY1","Drought","NY1.1","11/30","WU (L)",0.3592
"581","NY1","Drought","NY1.1","12/02","WU (L)",0.328149999999999
"582","NY1","Drought","NY1.1","12/04","WU (L)",0.188150000000001
"583","NY1","Drought","NY1.1","12/07","WU (L)",0.185
"584","NY1","Drought","NY1.1","12/09","WU (L)",0.3
"585","NY1","Drought","NY1.2","10/28","WU (L)",0.27404224675
"586","NY1","Drought","NY1.2","10/30","WU (L)",0.27854224675
"587","NY1","Drought","NY1.2","11/06","WU (L)",0.181999999999999
"588","NY1","Drought","NY1.2","11/09","WU (L)",0.38
"589","NY1","Drought","NY1.2","11/11","WU (L)",0.264
"590","NY1","Drought","NY1.2","11/13","WU (L)",0.29
"591","NY1","Drought","NY1.2","11/16","WU (L)",0.2
"592","NY1","Drought","NY1.2","11/23","WU (L)",0.374
"593","NY1","Drought","NY1.2","11/25","WU (L)",0.26
"594","NY1","Drought","NY1.2","11/27","WU (L)",0.33875
"595","NY1","Drought","NY1.2","11/30","WU (L)",0.3662
"596","NY1","Drought","NY1.2","12/02","WU (L)",0.25815
"597","NY1","Drought","NY1.2","12/04","WU (L)",0.19815
"598","NY1","Drought","NY1.2","12/07","WU (L)",0.162
"599","NY1","Drought","NY1.2","12/09","WU (L)",0.214
"600","NY1","Drought","NY1.2","12/14","WU (L)",0.363166666666667
"601","NY1","Drought","NY1.3","10/28","WU (L)",0.20073955475
"602","NY1","Drought","NY1.3","10/30","WU (L)",0.14723955475
"603","NY1","Drought","NY1.3","11/09","WU (L)",0.0299999999999997
"604","NY1","Drought","NY1.3","11/11","WU (L)",0.114
"605","NY1","Drought","NY1.3","11/13","WU (L)",0.0200000000000001
"606","NY1","Drought","NY1.3","11/16","WU (L)",0.0399999999999999
"607","NY1","Drought","NY1.3","11/23","WU (L)",0.0140000000000001
"608","NY1","Drought","NY1.3","11/25","WU (L)",0.0499999999999993
"609","NY1","Drought","NY1.3","11/27","WU (L)",0.0572499999999996
"610","NY1","Drought","NY1.3","11/30","WU (L)",0.0427000000000003
"611","NY1","Drought","NY1.3","12/02","WU (L)",0.0681499999999996
"612","NY1","Drought","NY1.3","12/04","WU (L)",0.0781500000000003
"613","NY1","Drought","NY1.3","12/14","WU (L)",0.056666666666666
"614","NY1","Drought","NY1.3","12/16","WU (L)",0.0500000000000011
"615","NY1","Drought","NY1.4","10/28","WU (L)",0.35940436375
"616","NY1","Drought","NY1.4","10/30","WU (L)",0.35390436375
"617","NY1","Drought","NY1.4","11/06","WU (L)",0.242
"618","NY1","Drought","NY1.4","11/09","WU (L)",0.49
"619","NY1","Drought","NY1.4","11/11","WU (L)",0.324
"620","NY1","Drought","NY1.4","11/13","WU (L)",0.33
"621","NY1","Drought","NY1.4","11/16","WU (L)",0.260000000000001
"622","NY1","Drought","NY1.4","11/23","WU (L)",0.424
"623","NY1","Drought","NY1.4","11/25","WU (L)",0.32
"624","NY1","Drought","NY1.4","11/27","WU (L)",0.348250000000001
"625","NY1","Drought","NY1.4","11/30","WU (L)",0.4162
"626","NY1","Drought","NY1.4","12/02","WU (L)",0.28815
"627","NY1","Drought","NY1.4","12/04","WU (L)",0.16815
"628","NY1","Drought","NY1.4","12/07","WU (L)",0.171999999999999
"629","NY1","Drought","NY1.4","12/09","WU (L)",0.0840000000000009
"630","NY1","Drought","NY1.4","12/14","WU (L)",0.336666666666666
"631","NY1","Drought","NY1.4","12/16","WU (L)",0.26
"632","NY1","Drought","NY1.5","10/28","WU (L)",0.28592804075
"633","NY1","Drought","NY1.5","10/30","WU (L)",0.26642804075
"634","NY1","Drought","NY1.5","11/06","WU (L)",0.158
"635","NY1","Drought","NY1.5","11/09","WU (L)",0.342
"636","NY1","Drought","NY1.5","11/11","WU (L)",0.224
"637","NY1","Drought","NY1.5","11/13","WU (L)",0.23
"638","NY1","Drought","NY1.5","11/16","WU (L)",0.23
"639","NY1","Drought","NY1.5","11/23","WU (L)",0.312
"640","NY1","Drought","NY1.5","11/25","WU (L)",0.284
"641","NY1","Drought","NY1.5","11/27","WU (L)",0.36175
"642","NY1","Drought","NY1.5","11/30","WU (L)",0.4057
"643","NY1","Drought","NY1.5","12/02","WU (L)",0.308150000000001
"644","NY1","Drought","NY1.5","12/04","WU (L)",0.128149999999999
"645","NY1","Drought","NY1.5","12/07","WU (L)",0.137500000000001
"646","NY1","Drought","NY1.5","12/09","WU (L)",0.195
"647","NY1","Drought","NY1.5","12/14","WU (L)",0.296166666666667
"648","T48","Control","T48.10","10/28","WU (L)",0.2856675028
"649","T48","Control","T48.10","10/30","WU (L)",0.2460675028
"650","T48","Control","T48.10","11/02","WU (L)",0.2844675028
"651","T48","Control","T48.10","11/04","WU (L)",0.128
"652","T48","Control","T48.10","11/06","WU (L)",0.286499999999999
"653","T48","Control","T48.10","11/09","WU (L)",0.548
"654","T48","Control","T48.10","11/11","WU (L)",0.33
"655","T48","Control","T48.10","11/13","WU (L)",0.412
"656","T48","Control","T48.10","11/23","WU (L)",0.802
"657","T48","Control","T48.10","11/25","WU (L)",0.618258078
"658","T48","Control","T48.10","11/27","WU (L)",0.7209
"659","T48","Control","T48.10","11/30","WU (L)",0.8987
"660","T48","Control","T48.10","12/02","WU (L)",0.624829039
"661","T48","Control","T48.10","12/04","WU (L)",0.974829039
"662","T48","Control","T48.10","12/07","WU (L)",1.43
"663","T48","Control","T48.10","12/09","WU (L)",0.842
"664","T48","Control","T48.10","12/14","WU (L)",1.195
"665","T48","Control","T48.10","12/16","WU (L)",0.9875
"666","T48","Control","T48.6","10/28","WU (L)",0.4991679668
"667","T48","Control","T48.6","10/30","WU (L)",0.4715679668
"668","T48","Control","T48.6","11/02","WU (L)",0.5244679668
"669","T48","Control","T48.6","11/04","WU (L)",0.325999999999999
"670","T48","Control","T48.6","11/06","WU (L)",0.528000000000001
"671","T48","Control","T48.6","11/09","WU (L)",0.858
"672","T48","Control","T48.6","11/11","WU (L)",0.48
"673","T48","Control","T48.6","11/13","WU (L)",0.632
"674","T48","Control","T48.6","11/23","WU (L)",1.123752553
"675","T48","Control","T48.6","11/25","WU (L)",0.836258078
"676","T48","Control","T48.6","11/27","WU (L)",1.0094
"677","T48","Control","T48.6","11/30","WU (L)",0.7817
"678","T48","Control","T48.6","12/02","WU (L)",0.674829039
"679","T48","Control","T48.6","12/04","WU (L)",1.164829039
"680","T48","Control","T48.6","12/07","WU (L)",1.78
"681","T48","Control","T48.6","12/09","WU (L)",1.092
"682","T48","Control","T48.6","12/14","WU (L)",1.8425
"683","T48","Control","T48.7","10/28","WU (L)",0.4680249768
"684","T48","Control","T48.7","10/30","WU (L)",0.4144249768
"685","T48","Control","T48.7","11/02","WU (L)",0.4283249768
"686","T48","Control","T48.7","11/04","WU (L)",0.2865
"687","T48","Control","T48.7","11/06","WU (L)",0.433
"688","T48","Control","T48.7","11/09","WU (L)",0.762
"689","T48","Control","T48.7","11/11","WU (L)",0.439500000000001
"690","T48","Control","T48.7","11/13","WU (L)",0.522
"691","T48","Control","T48.7","11/23","WU (L)",0.7605
"692","T48","Control","T48.7","11/25","WU (L)",0.670758078
"693","T48","Control","T48.7","11/27","WU (L)",0.6954
"694","T48","Control","T48.7","11/30","WU (L)",0.5672
"695","T48","Control","T48.7","12/02","WU (L)",0.574829039
"696","T48","Control","T48.7","12/04","WU (L)",0.714829039
"697","T48","Control","T48.7","12/07","WU (L)",1.247
"698","T48","Control","T48.7","12/09","WU (L)",0.4263
"699","T48","Control","T48.8","10/28","WU (L)",0.1964613738
"700","T48","Control","T48.8","10/30","WU (L)",0.1468613738
"701","T48","Control","T48.8","11/02","WU (L)",0.0852613738
"702","T48","Control","T48.8","11/06","WU (L)",0.124000000000001
"703","T48","Control","T48.8","11/09","WU (L)",0.268
"704","T48","Control","T48.8","11/11","WU (L)",0.13
"705","T48","Control","T48.8","11/13","WU (L)",0.181999999999999
"706","T48","Control","T48.8","11/20","WU (L)",0.2725
"707","T48","Control","T48.8","11/23","WU (L)",0.592
"708","T48","Control","T48.8","11/25","WU (L)",0.268258078000001
"709","T48","Control","T48.8","11/27","WU (L)",0.370400000000001
"710","T48","Control","T48.8","11/30","WU (L)",0.5322
"711","T48","Control","T48.8","12/02","WU (L)",0.454829039
"712","T48","Control","T48.8","12/04","WU (L)",1.084829039
"713","T48","Control","T48.8","12/07","WU (L)",1.13
"714","T48","Control","T48.8","12/09","WU (L)",0.482
"715","T48","Control","T48.8","12/14","WU (L)",0.9055
"716","T48","Control","T48.9","10/28","WU (L)",0.2312961008
"717","T48","Control","T48.9","10/30","WU (L)",0.1896961008
"718","T48","Control","T48.9","11/02","WU (L)",0.2420961008
"719","T48","Control","T48.9","11/04","WU (L)",0.1475
"720","T48","Control","T48.9","11/06","WU (L)",0.214
"721","T48","Control","T48.9","11/09","WU (L)",0.358
"722","T48","Control","T48.9","11/11","WU (L)",0.24
"723","T48","Control","T48.9","11/13","WU (L)",0.352
"724","T48","Control","T48.9","11/23","WU (L)",0.542
"725","T48","Control","T48.9","11/25","WU (L)",0.508258078
"726","T48","Control","T48.9","11/27","WU (L)",0.6499
"727","T48","Control","T48.9","11/30","WU (L)",0.3207
"728","T48","Control","T48.9","12/02","WU (L)",0.414829039
"729","T48","Control","T48.9","12/04","WU (L)",0.564829039
"730","T48","Control","T48.9","12/07","WU (L)",1.13
"731","T48","Control","T48.9","12/09","WU (L)",0.652
"732","T48","Control","T48.9","12/14","WU (L)",0.845
"733","T48","Control","T48.9","12/16","WU (L)",0.5575
"734","T48","Drought","T48.1","10/28","WU (L)",0.25055292475
"735","T48","Drought","T48.1","10/30","WU (L)",0.20505292475
"736","T48","Drought","T48.1","11/06","WU (L)",0.0620000000000002
"737","T48","Drought","T48.1","11/09","WU (L)",0.25
"738","T48","Drought","T48.1","11/11","WU (L)",0.194
"739","T48","Drought","T48.1","11/13","WU (L)",0.18
"740","T48","Drought","T48.1","11/16","WU (L)",0.22
"741","T48","Drought","T48.1","11/20","WU (L)",0.203333333333333
"742","T48","Drought","T48.1","11/23","WU (L)",0.264
"743","T48","Drought","T48.1","11/25","WU (L)",0.17
"744","T48","Drought","T48.1","11/27","WU (L)",0.24725
"745","T48","Drought","T48.1","11/30","WU (L)",0.2892
"746","T48","Drought","T48.1","12/02","WU (L)",0.17815
"747","T48","Drought","T48.1","12/04","WU (L)",0.188150000000001
"748","T48","Drought","T48.1","12/07","WU (L)",0.0719999999999998
"749","T48","Drought","T48.1","12/14","WU (L)",0.245166666666666
"750","T48","Drought","T48.2","10/28","WU (L)",0.54607845875
"751","T48","Drought","T48.2","10/30","WU (L)",0.54157845875
"752","T48","Drought","T48.2","11/06","WU (L)",0.312
"753","T48","Drought","T48.2","11/09","WU (L)",0.486500000000001
"754","T48","Drought","T48.2","11/11","WU (L)",0.334
"755","T48","Drought","T48.2","11/13","WU (L)",0.29
"756","T48","Drought","T48.2","11/16","WU (L)",0.17
"757","T48","Drought","T48.2","11/23","WU (L)",0.233
"758","T48","Drought","T48.2","11/25","WU (L)",0.264499999999999
"759","T48","Drought","T48.2","11/27","WU (L)",0.26575
"760","T48","Drought","T48.2","11/30","WU (L)",0.249199999999999
"761","T48","Drought","T48.2","12/02","WU (L)",0.23815
"762","T48","Drought","T48.2","12/04","WU (L)",0.108150000000001
"763","T48","Drought","T48.2","12/07","WU (L)",0.0589999999999999
"764","T48","Drought","T48.2","12/09","WU (L)",0.000999999999999848
"765","T48","Drought","T48.2","12/14","WU (L)",0.287166666666666
"766","T48","Drought","T48.3","10/28","WU (L)",0.44036815175
"767","T48","Drought","T48.3","10/30","WU (L)",0.34486815175
"768","T48","Drought","T48.3","11/06","WU (L)",0.242
"769","T48","Drought","T48.3","11/09","WU (L)",0.41
"770","T48","Drought","T48.3","11/11","WU (L)",0.343999999999999
"771","T48","Drought","T48.3","11/13","WU (L)",0.280000000000001
"772","T48","Drought","T48.3","11/16","WU (L)",0.18
"773","T48","Drought","T48.3","11/23","WU (L)",0.238791319
"774","T48","Drought","T48.3","11/25","WU (L)",0.23
"775","T48","Drought","T48.3","11/27","WU (L)",0.25375
"776","T48","Drought","T48.3","11/30","WU (L)",0.2897
"777","T48","Drought","T48.3","12/02","WU (L)",0.17815
"778","T48","Drought","T48.3","12/04","WU (L)",0.12815
"779","T48","Drought","T48.3","12/07","WU (L)",0.0219999999999999
"780","T48","Drought","T48.3","12/14","WU (L)",0.216666666666666
"781","T48","Drought","T48.3","12/16","WU (L)",0.18
"782","T48","Drought","T48.4","10/28","WU (L)",0.59839136475
"783","T48","Drought","T48.4","10/30","WU (L)",0.47489136475
"784","T48","Drought","T48.4","11/06","WU (L)",0.3335
"785","T48","Drought","T48.4","11/09","WU (L)",0.5865
"786","T48","Drought","T48.4","11/11","WU (L)",0.422
"787","T48","Drought","T48.4","11/13","WU (L)",0.37
"788","T48","Drought","T48.4","11/16","WU (L)",0.27
"789","T48","Drought","T48.4","11/23","WU (L)",0.3045
"790","T48","Drought","T48.4","11/25","WU (L)",0.2995
"791","T48","Drought","T48.4","11/27","WU (L)",0.35375
"792","T48","Drought","T48.4","11/30","WU (L)",0.340200000000001
"793","T48","Drought","T48.4","12/02","WU (L)",0.29815
"794","T48","Drought","T48.4","12/04","WU (L)",0.148150000000001
"795","T48","Drought","T48.4","12/07","WU (L)",0.135
"796","T48","Drought","T48.4","12/09","WU (L)",0.000999999999999848
"797","T48","Drought","T48.5","10/28","WU (L)",0.10176462375
"798","T48","Drought","T48.5","10/30","WU (L)",0.22226462375
"799","T48","Drought","T48.5","11/06","WU (L)",0.0120000000000003
"800","T48","Drought","T48.5","11/09","WU (L)",0.25
"801","T48","Drought","T48.5","11/11","WU (L)",0.204
"802","T48","Drought","T48.5","11/13","WU (L)",0.124367688
"803","T48","Drought","T48.5","11/16","WU (L)",0.0700000000000001
"804","T48","Drought","T48.5","11/23","WU (L)",0.0740000000000006
"805","T48","Drought","T48.5","11/25","WU (L)",0.0900000000000002
"806","T48","Drought","T48.5","11/30","WU (L)",0.1752
"807","T48","Drought","T48.5","12/02","WU (L)",0.0981500000000008
"808","T48","Drought","T48.5","12/04","WU (L)",0.0381499999999994
"809","T48","Drought","T48.5","12/14","WU (L)",0.106666666666667
"810","T48","Drought","T48.5","12/16","WU (L)",0.0776789690000004
"811","T52","Control","T52.10","10/28","WU (L)",0.3261336118
"812","T52","Control","T52.10","10/30","WU (L)",0.2765336118
"813","T52","Control","T52.10","11/02","WU (L)",0.2549336118
"814","T52","Control","T52.10","11/04","WU (L)",0.1175
"815","T52","Control","T52.10","11/06","WU (L)",0.224
"816","T52","Control","T52.10","11/09","WU (L)",0.488
"817","T52","Control","T52.10","11/11","WU (L)",0.25
"818","T52","Control","T52.10","11/13","WU (L)",0.362000000000001
"819","T52","Control","T52.10","11/23","WU (L)",0.842
"820","T52","Control","T52.10","11/25","WU (L)",0.398258078
"821","T52","Control","T52.10","11/27","WU (L)",0.5624
"822","T52","Control","T52.10","11/30","WU (L)",0.714200000000001
"823","T52","Control","T52.10","12/02","WU (L)",0.544829039
"824","T52","Control","T52.10","12/04","WU (L)",0.834829039000001
"825","T52","Control","T52.10","12/07","WU (L)",1.34
"826","T52","Control","T52.10","12/09","WU (L)",0.742
"827","T52","Control","T52.10","12/14","WU (L)",0.845
"828","T52","Control","T52.6","10/28","WU (L)",0.5418216338
"829","T52","Control","T52.6","10/30","WU (L)",0.5482216338
"830","T52","Control","T52.6","11/02","WU (L)",0.6576216338
"831","T52","Control","T52.6","11/04","WU (L)",0.479
"832","T52","Control","T52.6","11/06","WU (L)",0.5875
"833","T52","Control","T52.6","11/09","WU (L)",0.9255
"834","T52","Control","T52.6","11/11","WU (L)",0.519999999999999
"835","T52","Control","T52.6","11/13","WU (L)",0.622
"836","T52","Control","T52.6","11/23","WU (L)",1.283
"837","T52","Control","T52.6","11/25","WU (L)",1.027758078
"838","T52","Control","T52.6","11/27","WU (L)",0.9669
"839","T52","Control","T52.6","11/30","WU (L)",0.9062
"840","T52","Control","T52.6","12/02","WU (L)",0.714829039000001
"841","T52","Control","T52.6","12/04","WU (L)",1.044829039
"842","T52","Control","T52.6","12/07","WU (L)",1.576
"843","T52","Control","T52.6","12/09","WU (L)",1.3565
"844","T52","Control","T52.6","12/14","WU (L)",1.9755
"845","T52","Control","T52.7","10/28","WU (L)",0.5166303618
"846","T52","Control","T52.7","10/30","WU (L)",0.4375303618
"847","T52","Control","T52.7","11/02","WU (L)",0.3609303618
"848","T52","Control","T52.7","11/04","WU (L)",0.314999999999999
"849","T52","Control","T52.7","11/06","WU (L)",0.4095
"850","T52","Control","T52.7","11/09","WU (L)",0.7145
"851","T52","Control","T52.7","11/11","WU (L)",0.415999999999999
"852","T52","Control","T52.7","11/13","WU (L)",0.482
"853","T52","Control","T52.7","11/23","WU (L)",0.970500000000001
"854","T52","Control","T52.7","11/25","WU (L)",0.740758078
"855","T52","Control","T52.7","11/27","WU (L)",0.8024
"856","T52","Control","T52.7","11/30","WU (L)",0.5532
"857","T52","Control","T52.7","12/02","WU (L)",0.684829039
"858","T52","Control","T52.7","12/04","WU (L)",0.754829039
"859","T52","Control","T52.7","12/07","WU (L)",1.2975
"860","T52","Control","T52.7","12/09","WU (L)",0.6345
"861","T52","Control","T52.8","10/28","WU (L)",0.2789256268
"862","T52","Control","T52.8","10/30","WU (L)",0.3093256268
"863","T52","Control","T52.8","11/02","WU (L)",0.3277256268
"864","T52","Control","T52.8","11/04","WU (L)",0.1675
"865","T52","Control","T52.8","11/06","WU (L)",0.314
"866","T52","Control","T52.8","11/09","WU (L)",0.598
"867","T52","Control","T52.8","11/11","WU (L)",0.32
"868","T52","Control","T52.8","11/13","WU (L)",0.442
"869","T52","Control","T52.8","11/23","WU (L)",0.852
"870","T52","Control","T52.8","11/25","WU (L)",0.598258078
"871","T52","Control","T52.8","11/27","WU (L)",0.7499
