"","Code_Date","ID","Date","Treatment","species_geno","Genotype","gsw_porometer"
"340","NY1.10_11.20","NY1.10.","11/02-03","Control","NY1","NY1",0.179289
"341","NY1.10_11.24","NY1.10.","11/23-24","Control","NY1","NY1",0.0602235
"342","NY1.10_11.30","NY1.10.","11/02-03","Control","NY1","NY1",0.0635345
"343","NY1.10_12.02","NY1.10.","12/02","Control","NY1","NY1",0.175785666666667
"344","NY1.2_10.27","NY1.2","10/26-27","Drought","NY1","NY1",0.282509666666667
"345","NY1.2_11.06","NY1.2","11/06","Drought","NY1","NY1",0.0885616666666667
"346","NY1.2_11.11","NY1.2","11/11","Drought","NY1","NY1",0.1132635
"347","NY1.2_11.20","NY1.2","11/02-03","Drought","NY1","NY1",0.039414
"348","NY1.2_11.23","NY1.2","11/23-24","Drought","NY1","NY1",0.004615
"349","NY1.2_11.30","NY1.2","11/02-03","Drought","NY1","NY1",0.020382
"350","NY1.2_12.02","NY1.2","12/02","Drought","NY1","NY1",0.0130333333333333
"351","NY1.3_10.27","NY1.3","10/26-27","Drought","NY1","NY1",0.089646
"352","NY1.3_11.06","NY1.3","11/06","Drought","NY1","NY1",0.0558745
"353","NY1.3_11.11","NY1.3","11/11","Drought","NY1","NY1",0.0497675
"354","NY1.3_11.17","NY1.3","11/16-17","Drought","NY1","NY1",0.004567
"355","NY1.3_11.24","NY1.3","11/23-24","Drought","NY1","NY1",0.016659
"356","NY1.3_11.30","NY1.3","11/02-03","Drought","NY1","NY1",0.005523
"357","NY1.3_12.02","NY1.3","12/02","Drought","NY1","NY1",0.0248695
"358","NY1.4_10.27","NY1.4","10/26-27","Drought","NY1","NY1",0.237039333333333
"359","NY1.4_11.06","NY1.4","11/06","Drought","NY1","NY1",0.122609
"360","NY1.4_11.11","NY1.4","11/11","Drought","NY1","NY1",0.098729
"361","NY1.4_11.20","NY1.4","11/02-03","Drought","NY1","NY1",0.0337135
"362","NY1.4_11.24","NY1.4","11/23-24","Drought","NY1","NY1",0.044959
"363","NY1.4_11.30","NY1.4","11/02-03","Drought","NY1","NY1",0.0343655
"364","NY1.4_12.02","NY1.4","12/02","Drought","NY1","NY1",0.026126
"365","NY1.5_10.26","NY1.5","10/26-27","Drought","NY1","NY1",0.328263
"366","NY1.5_11.06","NY1.5","11/06","Drought","NY1","NY1",0.091208
"367","NY1.5_11.11","NY1.5","11/11","Drought","NY1","NY1",0.093011
"368","NY1.5_11.16","NY1.5","11/16-17","Drought","NY1","NY1",0.084116
"369","NY1.5_11.20","NY1.5","11/02-03","Drought","NY1","NY1",0.023391
"370","NY1.5_11.23","NY1.5","11/23-24","Drought","NY1","NY1",0.0384185
"371","NY1.5_11.30","NY1.5","11/02-03","Drought","NY1","NY1",0.100438666666667
"372","NY1.6_10.26","NY1.6","10/26-27","Control","NY1","NY1",0.2068545
"373","NY1.6_11.06","NY1.6","11/06","Control","NY1","NY1",0.180746
"374","NY1.6_11.11","NY1.6","11/11","Control","NY1","NY1",0.0679575
"375","NY1.6_11.16","NY1.6","11/16-17","Control","NY1","NY1",0.276345
"376","NY1.6_11.23","NY1.6","11/23-24","Control","NY1","NY1",0.181471
"377","NY1.6_11.30","NY1.6","11/02-03","Control","NY1","NY1",0.09055
"378","NY1.7_10.27","NY1.7","10/26-27","Control","NY1","NY1",0.223346666666667
"379","NY1.7_11.06","NY1.7","11/06","Control","NY1","NY1",0.1388675
"380","NY1.7_11.11","NY1.7","11/11","Control","NY1","NY1",0.207664
"381","NY1.7_11.17","NY1.7","11/16-17","Control","NY1","NY1",0.3530825
"382","NY1.7_11.20","NY1.7","11/02-03","Control","NY1","NY1",0.0468285
"383","NY1.7_11.24","NY1.7","11/23-24","Control","NY1","NY1",0.0887945
"384","NY1.7_11.30","NY1.7","11/02-03","Control","NY1","NY1",0.1276565
"385","NY1.7_12.02","NY1.7","12/02","Control","NY1","NY1",0.144969
"386","NY1.8_10.27","NY1.8","10/26-27","Control","NY1","NY1",0.217394
"387","NY1.8_11.06","NY1.8","11/06","Control","NY1","NY1",0.166614
"388","NY1.8_11.11","NY1.8","11/11","Control","NY1","NY1",0.2304945
"389","NY1.8_11.20","NY1.8","11/02-03","Control","NY1","NY1",0.1170975
"390","NY1.8_11.23","NY1.8","11/23-24","Control","NY1","NY1",0.2006415
"391","NY1.8_11.30","NY1.8","11/02-03","Control","NY1","NY1",0.302608
"392","NY1.8_12.02","NY1.8","12/02","Control","NY1","NY1",0.375965666666667
"393","NY1.9_10.26","NY1.9","10/26-27","Control","NY1","NY1",0.269431333333333
"394","NY1.9_11.06","NY1.9","11/06","Control","NY1","NY1",0.088331
"395","NY1.9_11.11","NY1.9","11/11","Control","NY1","NY1",0.1171345
"396","NY1.9_11.16","NY1.9","11/16-17","Control","NY1","NY1",0.288357
"397","NY1.9_11.20","NY1.9","11/02-03","Control","NY1","NY1",0.1787985
"398","NY1.9_11.23","NY1.9","11/23-24","Control","NY1","NY1",0.283928
"399","NY1.9_11.30","NY1.9","11/02-03","Control","NY1","NY1",0.3247145
"400","SC2.1_10.27","SC2.1","10/26-27","Drought","SC2","SC2",0.284764
"401","SC2.1_11.06","SC2.1","11/06","Drought","SC2","SC2",0.164222
"402","SC2.1_11.11","SC2.1","11/11","Drought","SC2","SC2",0.109481
"403","SC2.1_11.24","SC2.1","11/23-24","Drought","SC2","SC2",0.176461
"404","SC2.1_11.30","SC2.1","11/02-03","Drought","SC2","SC2",0.313673
"405","SC2.1_12.02","SC2.1","12/02","Drought","SC2","SC2",0.317664666666667
"406","SC2.2_10.27","SC2.2","10/26-27","Drought","SC2","SC2",0.101855
"407","SC2.2_11.06","SC2.2","11/06","Drought","SC2","SC2",0.0365136666666667
"408","SC2.2_11.11","SC2.2","11/11","Drought","SC2","SC2",0.072492
"409","SC2.2_11.17","SC2.2","11/16-17","Drought","SC2","SC2",0.005999
"410","SC2.2_11.24","SC2.2","11/23-24","Drought","SC2","SC2",0.012122
"411","SC2.2_11.30","SC2.2","11/02-03","Drought","SC2","SC2",0.009451
"412","SC2.4_10.27","SC2.4","10/26-27","Drought","SC2","SC2",0.123235333333333
"413","SC2.4_11.06","SC2.4","11/06","Drought","SC2","SC2",0.156393
"414","SC2.4_11.11","SC2.4","11/11","Drought","SC2","SC2",0.09077
"415","SC2.4_11.16","SC2.4","11/16-17","Drought","SC2","SC2",0.036396
"416","SC2.4_11.23","SC2.4","11/23-24","Drought","SC2","SC2",0.0253395
"417","SC2.4_11.30","SC2.4","11/02-03","Drought","SC2","SC2",0.011309
"418","SC2.5_10.26","SC2.5","10/26-27","Drought","SC2","SC2",0.212339
"419","SC2.5_11.06","SC2.5","11/06","Drought","SC2","SC2",0.072104
"420","SC2.5_11.11","SC2.5","11/11","Drought","SC2","SC2",0.062228
"421","SC2.5_11.16","SC2.5","11/16-17","Drought","SC2","SC2",0.033591
"422","SC2.5_11.20","SC2.5","11/02-03","Drought","SC2","SC2",0.007077
"423","SC2.5_11.23","SC2.5","11/23-24","Drought","SC2","SC2",0.0191645
"424","SC2.5_11.30","SC2.5","11/02-03","Drought","SC2","SC2",0.0294705
"425","SC2.6_10.27","SC2.6","10/26-27","Control","SC2","SC2",0.122944333333333
"426","SC2.6_11.06","SC2.6","11/06","Control","SC2","SC2",0.1915285
"427","SC2.6_11.11","SC2.6","11/11","Control","SC2","SC2",0.256242
"428","SC2.6_11.17","SC2.6","11/16-17","Control","SC2","SC2",0.3207865
"429","SC2.6_11.24","SC2.6","11/23-24","Control","SC2","SC2",0.0748315
"430","SC2.6_11.30","SC2.6","11/02-03","Control","SC2","SC2",0.1615955
"431","SC2.7_10.26","SC2.7","10/26-27","Control","SC2","SC2",0.741873
"432","SC2.7_11.06","SC2.7","11/06","Control","SC2","SC2",0.4839285
"433","SC2.7_11.11","SC2.7","11/11","Control","SC2","SC2",0.2439125
"434","SC2.7_11.16","SC2.7","11/16-17","Control","SC2","SC2",0.5318255
"435","SC2.7_11.20","SC2.7","11/02-03","Control","SC2","SC2",0.5378115
"436","SC2.7_11.23","SC2.7","11/23-24","Control","SC2","SC2",0.169178
"437","SC2.7_11.30","SC2.7","11/02-03","Control","SC2","SC2",0.341099
"438","SC2.8_10.27","SC2.8","10/26-27","Control","SC2","SC2",0.330428
"439","SC2.8_11.06","SC2.8","11/06","Control","SC2","SC2",0.2541525
"440","SC2.8_11.11","SC2.8","11/11","Control","SC2","SC2",0.417851
"441","SC2.8_11.23","SC2.8","11/23-24","Control","SC2","SC2",0.100318
"442","SC2.8_11.30","SC2.8","11/02-03","Control","SC2","SC2",0.358429
"443","SC2.8_12.02","SC2.8","12/02","Control","SC2","SC2",0.71625
"444","SC2.9_10.26","SC2.9","10/26-27","Control","SC2","SC2",0.3741275
"445","SC2.9_11.06","SC2.9","11/06","Control","SC2","SC2",0.076285
"446","SC2.9_11.11","SC2.9","11/11","Control","SC2","SC2",0.18332
"447","SC2.9_11.16","SC2.9","11/16-17","Control","SC2","SC2",0.0458915
"448","SC2.9_11.30","SC2.9","11/02-03","Control","SC2","SC2",0.149249
"449","T48.1_10.27","T48.1","10/26-27","Drought","T48","T48",0.250409333333333
"450","T48.1_11.06","T48.1","11/06","Drought","T48","T48",0.027145
"451","T48.1_11.11","T48.1","11/11","Drought","T48","T48",0.147822
"452","T48.1_11.23","T48.1","11/23-24","Drought","T48","T48",0.016806
"453","T48.1_11.30","T48.1","11/02-03","Drought","T48","T48",0.0498185
"454","T48.1_12.02","T48.1","12/02","Drought","T48","T48",0.0753603333333333
"455","T48.10_10.27","T48.10.","10/26-27","Control","T48","T48",0.263041333333333
"456","T48.10_11.06","T48.10.","11/06","Control","T48","T48",0.2570795
"457","T48.10_11.11","T48.10.","11/11","Control","T48","T48",0.239421
"458","T48.10_11.20","T48.10.","11/02-03","Control","T48","T48",0.4395205
"459","T48.10_11.24","T48.10.","11/23-24","Control","T48","T48",0.402213
"460","T48.10_11.30","T48.10.","11/02-03","Control","T48","T48",0.721845
"461","T48.10_12.02","T48.10.","12/02","Control","T48","T48",0.8281645
"462","T48.2_10.26","T48.2","10/26-27","Drought","T48","T48",0.460832333333333
"463","T48.2_11.06","T48.2","11/06","Drought","T48","T48",0.0538925
"464","T48.2_11.11","T48.2","11/11","Drought","T48","T48",0.0525445
"465","T48.2_11.16","T48.2","11/16-17","Drought","T48","T48",0.0045495
"466","T48.2_11.20","T48.2","11/02-03","Drought","T48","T48",0.0082745
"467","T48.2_11.23","T48.2","11/23-24","Drought","T48","T48",0.0034705
"468","T48.2_11.30","T48.2","11/02-03","Drought","T48","T48",0.013802
"469","T48.3_10.27","T48.3","10/26-27","Drought","T48","T48",0.45027
"470","T48.3_11.06","T48.3","11/06","Drought","T48","T48",0.084855
"471","T48.3_11.11","T48.3","11/11","Drought","T48","T48",0.091799
"472","T48.3_11.17","T48.3","11/16-17","Drought","T48","T48",0.056491
"473","T48.3_11.20","T48.3","11/02-03","Drought","T48","T48",0.0193835
"474","T48.3_11.24","T48.3","11/23-24","Drought","T48","T48",0.0443655
"475","T48.3_11.30","T48.3","11/02-03","Drought","T48","T48",0.003134
"476","T48.3_12.02","T48.3","12/02","Drought","T48","T48",0.0228066666666667
"477","T48.4_10.26","T48.4","10/26-27","Drought","T48","T48",0.5768975
"478","T48.4_11.06","T48.4","11/06","Drought","T48","T48",0.155296
"479","T48.4_11.11","T48.4","11/11","Drought","T48","T48",0.131467
"480","T48.4_11.16","T48.4","11/16-17","Drought","T48","T48",0.0444325
"481","T48.4_11.20","T48.4","11/02-03","Drought","T48","T48",0.02539
"482","T48.4_11.23","T48.4","11/23-24","Drought","T48","T48",0.155882
"483","T48.4_11.30","T48.4","11/02-03","Drought","T48","T48",0.1026255
"484","T48.5_10.27","T48.5","10/26-27","Drought","T48","T48",0.3871155
"485","T48.5_11.06","T48.5","11/06","Drought","T48","T48",0.0807503333333333
"486","T48.5_11.11","T48.5","11/11","Drought","T48","T48",0.112657
"487","T48.5_11.17","T48.5","11/16-17","Drought","T48","T48",0.0038435
"488","T48.5_11.20","T48.5","11/02-03","Drought","T48","T48",0.007942
"489","T48.5_11.24","T48.5","11/23-24","Drought","T48","T48",0.00256
"490","T48.5_11.30","T48.5","11/02-03","Drought","T48","T48",0.0255645
"491","T48.5_12.02","T48.5","12/02","Drought","T48","T48",0.0113145
"492","T48.6_10.26","T48.6","10/26-27","Control","T48","T48",0.342722666666667
"493","T48.6_11.06","T48.6","11/06","Control","T48","T48",0.6078755
"494","T48.6_11.11","T48.6","11/11","Control","T48","T48",0.153208
"495","T48.6_11.16","T48.6","11/16-17","Control","T48","T48",0.6345845
"496","T48.6_11.20","T48.6","11/02-03","Control","T48","T48",0.441666
"497","T48.6_11.23","T48.6","11/23-24","Control","T48","T48",0.1301695
"498","T48.6_11.30","T48.6","11/02-03","Control","T48","T48",0.516567
"499","T48.7_10.26","T48.7","10/26-27","Control","T48","T48",0.207097333333333
"500","T48.7_11.06","T48.7","11/06","Control","T48","T48",0.4097335
"501","T48.7_11.11","T48.7","11/11","Control","T48","T48",0.130856
"502","T48.7_11.16","T48.7","11/16-17","Control","T48","T48",0.676737
"503","T48.7_11.20","T48.7","11/02-03","Control","T48","T48",0.49244875
"504","T48.7_11.23","T48.7","11/23-24","Control","T48","T48",0.2180275
"505","T48.7_11.30","T48.7","11/02-03","Control","T48","T48",0.8265305
"506","T48.8_10.27","T48.8","10/26-27","Control","T48","T48",0.801882333333333
"507","T48.8_11.06","T48.8","11/06","Control","T48","T48",0.4796475
"508","T48.8_11.11","T48.8","11/11","Control","T48","T48",0.2066935
"509","T48.8_11.23","T48.8","11/23-24","Control","T48","T48",0.1505655
"510","T48.8_11.30","T48.8","11/02-03","Control","T48","T48",0.427688
"511","T48.8_12.02","T48.8","12/02","Control","T48","T48",0.785067333333333
"512","T48.9_10.27","T48.9","10/26-27","Control","T48","T48",0.4180425
"513","T48.9_11.06","T48.9","11/06","Control","T48","T48",0.1842665
"514","T48.9_11.11","T48.9","11/11","Control","T48","T48",0.1028985
"515","T48.9_11.17","T48.9","11/16-17","Control","T48","T48",0.616057
"516","T48.9_11.20","T48.9","11/02-03","Control","T48","T48",0.470082
"517","T48.9_11.24","T48.9","11/23-24","Control","T48","T48",0.192799
"518","T48.9_11.30","T48.9","11/02-03","Control","T48","T48",0.415673
"519","T48.9_12.02","T48.9","12/02","Control","T48","T48",0.622755333333333
"520","T52.1_10.26","T52.1","10/26-27","Drought","T52","T52",0.166907
"521","T52.1_11.11","T52.1","11/11","Drought","T52","T52",0.085352
"522","T52.1_11.16","T52.1","11/16-17","Drought","T52","T52",0.055
"523","T52.1_11.23","T52.1","11/23-24","Drought","T52","T52",0.0445935
"524","T52.1_11.30","T52.1","11/02-03","Drought","T52","T52",0.0342535
"525","T52.10_10.27","T52.10.","10/26-27","Control","T52","T52",0.215705
"526","T52.10_11.06","T52.10.","11/06","Control","T52","T52",0.133045
"527","T52.10_11.11","T52.10.","11/11","Control","T52","T52",0.1342115
"528","T52.10_11.23","T52.10.","11/23-24","Control","T52","T52",0.057331
"529","T52.10_11.30","T52.10.","11/02-03","Control","T52","T52",0.0338405
"530","T52.10_12.02","T52.10.","12/02","Control","T52","T52",0.238474666666667
"531","T52.2_10.27","T52.2","10/26-27","Drought","T52","T52",0.157789333333333
"532","T52.2_11.06","T52.2","11/06","Drought","T52","T52",0.053885
"533","T52.2_11.11","T52.2","11/11","Drought","T52","T52",0.02761
"534","T52.2_11.17","T52.2","11/16-17","Drought","T52","T52",0.006826
"535","T52.2_11.24","T52.2","11/23-24","Drought","T52","T52",0.0245275
"536","T52.2_11.30","T52.2","11/02-03","Drought","T52","T52",0.008677
"537","T52.2_12.02","T52.2","12/02","Drought","T52","T52",0.010859
"538","T52.3_10.26","T52.3","10/26-27","Drought","T52","T52",0.151551333333333
"539","T52.3_11.06","T52.3","11/06","Drought","T52","T52",0.0371925
"540","T52.3_11.11","T52.3","11/11","Drought","T52","T52",0.060207
"541","T52.3_11.16","T52.3","11/16-17","Drought","T52","T52",0.0191565
"542","T52.3_11.20","T52.3","11/02-03","Drought","T52","T52",0.015055
"543","T52.3_11.23","T52.3","11/23-24","Drought","T52","T52",0.004071
"544","T52.3_11.30","T52.3","11/02-03","Drought","T52","T52",0.0118035
"545","T52.4_10.27","T52.4","10/26-27","Drought","T52","T52",0.226456333333333
"546","T52.4_11.06","T52.4","11/06","Drought","T52","T52",0.108273
"547","T52.4_11.11","T52.4","11/11","Drought","T52","T52",0.0549425
"548","T52.4_11.30","T52.4","11/02-03","Drought","T52","T52",0.018549
"549","T52.4_12.02","T52.4","12/02","Drought","T52","T52",0.034937
"550","T52.5_10.27","T52.5","10/26-27","Drought","T52","T52",0.211909666666667
"551","T52.5_11.06","T52.5","11/06","Drought","T52","T52",0.0684495
"552","T52.5_11.11","T52.5","11/11","Drought","T52","T52",0.0609395
"553","T52.5_11.17","T52.5","11/16-17","Drought","T52","T52",0.011292
"554","T52.5_11.24","T52.5","11/23-24","Drought","T52","T52",0.0072475
"555","T52.5_12.02","T52.5","12/02","Drought","T52","T52",0.000326
"556","T52.6_10.26","T52.6","10/26-27","Control","T52","T52",0.364900333333333
"557","T52.6_11.06","T52.6","11/06","Control","T52","T52",0.1088405
"558","T52.6_11.11","T52.6","11/11","Control","T52","T52",0.0426485
"559","T52.6_11.16","T52.6","11/16-17","Control","T52","T52",0.172153
"560","T52.6_11.23","T52.6","11/23-24","Control","T52","T52",0.015145
"561","T52.6_11.30","T52.6","11/02-03","Control","T52","T52",0.0492075
"562","T52.7_10.26","T52.7","10/26-27","Control","T52","T52",0.287364
"563","T52.7_11.06","T52.7","11/06","Control","T52","T52",0.1034385
"564","T52.7_11.11","T52.7","11/11","Control","T52","T52",0.0417075
"565","T52.7_11.16","T52.7","11/16-17","Control","T52","T52",0.0868225
"566","T52.7_11.20","T52.7","11/02-03","Control","T52","T52",0.1900335
"567","T52.7_11.23","T52.7","11/23-24","Control","T52","T52",0.1173255
"568","T52.7_11.30","T52.7","11/02-03","Control","T52","T52",0.643284
"569","T52.8_10.27","T52.8","10/26-27","Control","T52","T52",0.28526
"570","T52.8_11.06","T52.8","11/06","Control","T52","T52",0.1300705
"571","T52.8_11.11","T52.8","11/11","Control","T52","T52",0.1452025
"572","T52.8_11.24","T52.8","11/23-24","Control","T52","T52",0.153486
"573","T52.8_11.30","T52.8","11/02-03","Control","T52","T52",0.095544
"574","T52.8_12.02","T52.8","12/02","Control","T52","T52",0.141068
"575","T52.9_10.27","T52.9","10/26-27","Control","T52","T52",0.178251333333333
"576","T52.9_11.06","T52.9","11/06","Control","T52","T52",0.047672
"577","T52.9_11.11","T52.9","11/11","Control","T52","T52",0.062036
"578","T52.9_11.17","T52.9","11/16-17","Control","T52","T52",0.2529265
"579","T52.9_11.24","T52.9","11/23-24","Control","T52","T52",0.1539445
"580","T52.9_11.30","T52.9","11/02-03","Control","T52","T52",0.084819
"581","T52.9_12.02","T52.9","12/02","Control","T52","T52",0.0935905
"582","TX6704.1_10.26","TX6704.1","10/26-27","Drought","TX6704","TX6704",0.336059
"583","TX6704.1_11.06","TX6704.1","11/06","Drought","TX6704","TX6704",0.1033285
"584","TX6704.1_11.11","TX6704.1","11/11","Drought","TX6704","TX6704",0.258819
"585","TX6704.1_11.16","TX6704.1","11/16-17","Drought","TX6704","TX6704",0.039811
"586","TX6704.1_11.20","TX6704.1","11/02-03","Drought","TX6704","TX6704",0.03751025
"587","TX6704.1_11.23","TX6704.1","11/23-24","Drought","TX6704","TX6704",0.064645
"588","TX6704.1_11.30","TX6704.1","11/02-03","Drought","TX6704","TX6704",0.0539766666666667
"589","TX6704.10_10.27","TX6704.10.","10/26-27","Control","TX6704","TX6704",0.477425333333333
"590","TX6704.10_11.06","TX6704.10.","11/06","Control","TX6704","TX6704",0.212435
"591","TX6704.10_11.11","TX6704.10.","11/11","Control","TX6704","TX6704",0.237836
"592","TX6704.10_11.17","TX6704.10.","11/16-17","Control","TX6704","TX6704",0.327753
"593","TX6704.10_11.24","TX6704.10.","11/23-24","Control","TX6704","TX6704",0.231971
"594","TX6704.10_11.30","TX6704.10.","11/02-03","Control","TX6704","TX6704",0.174196
"595","TX6704.10_12.02","TX6704.10.","12/02","Control","TX6704","TX6704",0.184838666666667
"596","TX6704.2_10.27","TX6704.2","10/26-27","Drought","TX6704","TX6704",0.416773
"597","TX6704.2_11.06","TX6704.2","11/06","Drought","TX6704","TX6704",0.091825
"598","TX6704.2_11.11","TX6704.2","11/11","Drought","TX6704","TX6704",0.13172
"599","TX6704.2_11.20","TX6704.2","11/02-03","Drought","TX6704","TX6704",0.016436
"600","TX6704.2_11.24","TX6704.2","11/23-24","Drought","TX6704","TX6704",0.035331
"601","TX6704.2_11.30","TX6704.2","11/02-03","Drought","TX6704","TX6704",0.014416
"602","TX6704.2_12.02","TX6704.2","12/02","Drought","TX6704","TX6704",0.0430216666666667
"603","TX6704.3_11.06","TX6704.3","11/06","Drought","TX6704","TX6704",0.09408
"604","TX6704.3_11.11","TX6704.3","11/11","Drought","TX6704","TX6704",0.1219755
"605","TX6704.3_11.16","TX6704.3","11/16-17","Drought","TX6704","TX6704",0.0239225
"606","TX6704.3_11.23","TX6704.3","11/23-24","Drought","TX6704","TX6704",0.022217
"607","TX6704.3_11.30","TX6704.3","11/02-03","Drought","TX6704","TX6704",0.0176715
"608","TX6704.4_10.27","TX6704.4","10/26-27","Drought","TX6704","TX6704",0.284210666666667
"609","TX6704.4_11.06","TX6704.4","11/06","Drought","TX6704","TX6704",0.0423785
"610","TX6704.4_11.11","TX6704.4","11/11","Drought","TX6704","TX6704",0.062903
"611","TX6704.4_11.17","TX6704.4","11/16-17","Drought","TX6704","TX6704",0.011538
"612","TX6704.4_11.24","TX6704.4","11/23-24","Drought","TX6704","TX6704",0.0098415
"613","TX6704.4_11.30","TX6704.4","11/02-03","Drought","TX6704","TX6704",0.011832
"614","TX6704.4_12.02","TX6704.4","12/02","Drought","TX6704","TX6704",0.015993
"615","TX6704.5_10.27","TX6704.5","10/26-27","Drought","TX6704","TX6704",0.405313333333333
"616","TX6704.5_11.06","TX6704.5","11/06","Drought","TX6704","TX6704",0.162036
"617","TX6704.5_11.11","TX6704.5","11/11","Drought","TX6704","TX6704",0.134714
"618","TX6704.5_11.16","TX6704.5","11/16-17","Drought","TX6704","TX6704",0.0257965
"619","TX6704.5_11.20","TX6704.5","11/02-03","Drought","TX6704","TX6704",0.008856
"620","TX6704.5_11.23","TX6704.5","11/23-24","Drought","TX6704","TX6704",0.0173325
"621","TX6704.5_11.30","TX6704.5","11/02-03","Drought","TX6704","TX6704",0.000866
"622","TX6704.6_10.26","TX6704.6","10/26-27","Control","TX6704","TX6704",0.34506375
"623","TX6704.6_11.06","TX6704.6","11/06","Control","TX6704","TX6704",0.223244
"624","TX6704.6_11.11","TX6704.6","11/11","Control","TX6704","TX6704",0.2095955
"625","TX6704.6_11.16","TX6704.6","11/16-17","Control","TX6704","TX6704",0.510962
"626","TX6704.6_11.20","TX6704.6","11/02-03","Control","TX6704","TX6704",0.2852035
"627","TX6704.6_11.23","TX6704.6","11/23-24","Control","TX6704","TX6704",0.082744
"628","TX6704.6_11.30","TX6704.6","11/02-03","Control","TX6704","TX6704",0.208413
"629","TX6704.7_10.27","TX6704.7","10/26-27","Control","TX6704","TX6704",0.336666333333333
"630","TX6704.7_11.06","TX6704.7","11/06","Control","TX6704","TX6704",0.1338255
"631","TX6704.7_11.11","TX6704.7","11/11","Control","TX6704","TX6704",0.180158
"632","TX6704.7_11.17","TX6704.7","11/16-17","Control","TX6704","TX6704",0.315246
"633","TX6704.7_11.20","TX6704.7","11/02-03","Control","TX6704","TX6704",0.0790415
"634","TX6704.7_11.24","TX6704.7","11/23-24","Control","TX6704","TX6704",0.1541115
"635","TX6704.7_11.30","TX6704.7","11/02-03","Control","TX6704","TX6704",0.196239
"636","TX6704.7_12.02","TX6704.7","12/02","Control","TX6704","TX6704",0.115852666666667
"637","TX6704.8_10.27","TX6704.8","10/26-27","Control","TX6704","TX6704",0.197643333333333
"638","TX6704.8_11.06","TX6704.8","11/06","Control","TX6704","TX6704",0.1717195
"639","TX6704.8_11.11","TX6704.8","11/11","Control","TX6704","TX6704",0.115433
"640","TX6704.8_11.20","TX6704.8","11/02-03","Control","TX6704","TX6704",0.163283
"641","TX6704.8_11.23","TX6704.8","11/23-24","Control","TX6704","TX6704",0.0281725
"642","TX6704.8_11.30","TX6704.8","11/02-03","Control","TX6704","TX6704",0.1735025
"643","TX6704.8_12.02","TX6704.8","12/02","Control","TX6704","TX6704",0.227326666666667
"644","TX6704.9_10.26","TX6704.9","10/26-27","Control","TX6704","TX6704",0.2871205
"645","TX6704.9_11.06","TX6704.9","11/06","Control","TX6704","TX6704",0.210129
"646","TX6704.9_11.11","TX6704.9","11/11","Control","TX6704","TX6704",0.196277
"647","TX6704.9_11.16","TX6704.9","11/16-17","Control","TX6704","TX6704",0.3341495
"648","TX6704.9_11.20","TX6704.9","11/02-03","Control","TX6704","TX6704",0.1271305
"649","TX6704.9_11.23","TX6704.9","11/23-24","Control","TX6704","TX6704",0.057441
"650","TX6704.9_11.30","TX6704.9","11/02-03","Control","TX6704","TX6704",0.1545685
"651","TXNM0821.1_10.27","TXNM0821.1","10/26-27","Drought","TXNM0821","TXNM0821",0.2562555
"652","TXNM0821.1_11.06","TXNM0821.1","11/06","Drought","TXNM0821","TXNM0821",0.0432235
"653","TXNM0821.1_11.11","TXNM0821.1","11/11","Drought","TXNM0821","TXNM0821",0.065692
"654","TXNM0821.1_11.17","TXNM0821.1","11/16-17","Drought","TXNM0821","TXNM0821",0.011802
"655","TXNM0821.1_11.24","TXNM0821.1","11/23-24","Drought","TXNM0821","TXNM0821",0.019749
"656","TXNM0821.1_12.02","TXNM0821.1","12/02","Drought","TXNM0821","TXNM0821",0.0093355
"657","TXNM0821.10_10.26","TXNM0821.10.","10/26-27","Control","TXNM0821","TXNM0821",0.205398
"658","TXNM0821.10_11.06","TXNM0821.10.","11/06","Control","TXNM0821","TXNM0821",0.1789345
"659","TXNM0821.10_11.11","TXNM0821.10.","11/11","Control","TXNM0821","TXNM0821",0.090956
"660","TXNM0821.10_11.16","TXNM0821.10.","11/16-17","Control","TXNM0821","TXNM0821",0.2795035
"661","TXNM0821.10_11.20","TXNM0821.10.","11/02-03","Control","TXNM0821","TXNM0821",0.285757
"662","TXNM0821.10_11.23","TXNM0821.10.","11/23-24","Control","TXNM0821","TXNM0821",0.2079385
"663","TXNM0821.10_11.30","TXNM0821.10.","11/02-03","Control","TXNM0821","TXNM0821",0.173375
"664","TXNM0821.2_10.27","TXNM0821.2","10/26-27","Drought","TXNM0821","TXNM0821",0.154917333333333
"665","TXNM0821.2_11.06","TXNM0821.2","11/06","Drought","TXNM0821","TXNM0821",0.0052885
"666","TXNM0821.2_11.11","TXNM0821.2","11/11","Drought","TXNM0821","TXNM0821",0.035723
"667","TXNM0821.2_11.16","TXNM0821.2","11/16-17","Drought","TXNM0821","TXNM0821",0.0783165
"668","TXNM0821.2_11.20","TXNM0821.2","11/02-03","Drought","TXNM0821","TXNM0821",0.0371685
"669","TXNM0821.2_11.23","TXNM0821.2","11/23-24","Drought","TXNM0821","TXNM0821",0.027487
"670","TXNM0821.2_11.30","TXNM0821.2","11/02-03","Drought","TXNM0821","TXNM0821",0.003075
"671","TXNM0821.3_10.26","TXNM0821.3","10/26-27","Drought","TXNM0821","TXNM0821",0.243078
"672","TXNM0821.3_11.06","TXNM0821.3","11/06","Drought","TXNM0821","TXNM0821",0.016378
"673","TXNM0821.3_11.11","TXNM0821.3","11/11","Drought","TXNM0821","TXNM0821",0.0297
