ID,Genotype,Species,Treatment,Order within block,m`Pot (kg),Dry weight of soil (kg),m`H2O (kg),10/23 Pre Watering Weight (kg),10/23 Water added for 80%SW,10/26 Pre Watering Weight,10/26 Water added for 80%SW,mpot @ 80% SW,10/28 pre water weight,10/28 Water added for 80%SW,mpot @ 80% SW,10/30 pre water weight,10/30 Water added for 80%SW,88,11/2 pre water weight,11/2 Water added for 80%SW,mpot @ 80% SW,11/2 post water weight,11/4 pre water,11/4 Water added,mpot target weight (80% for control and 50% for treatment),11/4 post water,11/6 pre water,11/6 water added,mpot target,11/6 post water,11/9 pre water,11/9 water added,mpot target,11/9 post water,11/11 pre water weight,11/11 water added,11/11 target weights,11/11 post water weight,11/13 pre water weight,11/13 water added,11/13 target weight,11/13 post water weight,11/15 control drained weight,11/16 pre water weight,11/16 water added,11/16 target weight,11/16 post water weight,11/18 pre water weight,11/18 water added,11/18 target weight,11/18 post water,11/20 pre water weight,11/20 water added,11/20 target weight,11/20 post water weight,11/23 pre water weight,11/23 water added,11/23 target weight,11/23 post water weight,11/25 pre water weight,11/25 water added,11/25 target weight,11/25 post water weight,11/27 pre water weight,11/27 water added,11/27 target weight,11/27 post water weight,11/30 pre water weight,11/30 water added,11/30 target weight,11/30 post water weight,12/2 pre water weight,12/2 water added,12/2 target weight,12/2 post water weight,12/4 pre water weight,12/4 water added,12/4 target weight,12/4 post water weight,12/7 pre water weight,12/7 water added,12/7 target weight,12/7 corrected target weights 90/20,12/9 pre water weight,12/9 water added,12/9 target weight,12/9 corrected target weights 90/20,12/9 post water weight,12/9 rewater Pre water weight,12/9 rewater water needed,12/9 Treatment rewater to 30%,12/9 rewater post water weight,12/11 pre-water weight,12/11 water added,12/11 target weights,12/11 post-water weight,12/11 Pre-Dawn Bench 1 Pot Weights,midday pot weights,12/13 pre-water weight,12/13 water added,12/13 target weight,12/13 post-water weight,Notes,12/14 pre-water weight,12/14 water added,12/14 target weight,12/14 post water weight,12/15 midday weight,12/15 Pre water weight,12/15 target weight,12/15 post water weight,12/16 pre-water weight,12/16 water added,12/16 target weight,12/16 post-water weight,12/16 Pre Dawn Pot Weights,12/16 midday weight,12/17 Pre Dawn Pot Weights,12/17 pre water weight,12/17 target weight,12/17 post water weight,12/18 Pre Dawn Pot Weights,12/18 Mid Day weight,,,
9031.4,9031,berlandieri,Drought,41,7.12,4.221556175,2.646443825,5.923,0.667711235,6.1995,0.391211235,6.590711235,6.1855,0.405211235,6.590711235,6.11,0.480711235,6.590711235,5.963,,Dont Water Today,,5.6185,0.178278087,5.796778087,5.7985,5.42,0.376778087,5.796778087,5.79,5.14,0.656778087,5.796778087,5.79,5.43,0.102133705,5.532133705,5.62,5.24,0.027489322,5.267489322,,,4.82,0.447489322,5.267489322,5.26,4.94,0.327489322,5.267489322,5.27,4.84,0.427489322,5.267489322,5.26,4.7335,0.533989322,5.267489322,5.3105,4.88,0.387489322,5.267489322,5.26,4.8265,0.440989322,5.267489322,5.27,4.75,0.517489322,5.267489322,5.26,4.88,0.387489322,5.267489322,4.88,4.66,0.34284494,5.00284494,5,4.55,4.523125813,4.523125813,5.00284494,4.49,0.033125813,4.523125813,5.00284494,4.56,4.5,0.707489322,5.267489322,5.27,4.97,0.297489322,5.267489322,5.26,,,,5.267489322,5.267489322,,,4.934,0.333489322,5.267489322,5.282,5.01,,,,,,,,,,,,,,,,,,
9031.2,9031,berlandieri,Drought,40,7.241,4.295931291,2.693068709,5.76,0.942386258,6.0475,0.654886258,6.702386258,6.04,0.662386258,6.702386258,6,0.702386258,6.702386258,5.67,,Dont Water Today,,5.32,0.574465645,5.894465645,5.89,5.41,0.484465645,5.894465645,5.89,5.07,0.824465645,5.894465645,5.9,5.41,0.215158774,5.625158774,5.62,5.15,0.205851903,5.355851903,,,4.84,0.515851903,5.355851903,5.35,4.95,0.405851903,5.355851903,5.36,4.92,0.435851903,5.355851903,5.35,4.81,0.545851903,5.355851903,5.37,5,0.355851903,5.355851903,5.35,4.974,0.381851903,5.355851903,5.3625,4.82,0.535851903,5.355851903,5.35,5.02,0.335851903,5.355851903,5.02,4.78,0.306545033,5.086545033,5.08,4.76,5.011145775,5.011145775,5.086545033,4.78,0.231145775,5.011145775,5.086545033,5.01,4.96,0.345851903,5.355851903,5.35,5.12,0.235851903,5.355851903,5.35,,,,5.355851903,5.355851903,,,4.9655,0.390351903,5.355851903,5.397,,,5.355851903,,,,,,5.05,5.0255,,,,,,,,,
9031.1,9031,berlandieri,Drought,7,6.68,3.951101207,2.476898793,5.72,0.464620241,6.2885,-0.103879759,6.184620241,5.91,0.274620241,6.184620241,6.76,-0.575379759,6.184620241,6.17,,Dont Water Today,,5.88,-0.438449396,5.441550604,5.88,5.59,-0.148449396,5.441550604,5.59,5.11,0.331550604,5.441550604,5.44,5.15,0.043860724,5.193860724,5.19,4.96,-0.013829155,4.946170845,,,4.73,0.216170845,4.946170845,4.95,4.76,0.186170845,4.946170845,4.95,4.73,0.216170845,4.946170845,4.94,4.66,0.286170845,4.946170845,4.94,4.73,0.216170845,4.946170845,4.94,4.7675,0.178670845,4.946170845,5.028,4.7,0.246170845,4.946170845,4.94,4.75,0.196170845,4.946170845,4.75,4.63,0.068480966,4.698480966,4.69,4.56,4.788406685,4.788406685,4.698480966,4.62,0.168406685,4.788406685,4.698480966,4.79,4.74,0.156170845,4.946170845,4.95,4.81,0.136170845,4.946170845,4.94,,,,4.946170845,4.946170845,,,4.73,0.216170845,4.946170845,4.94,,,4.946170845,,4.74,-0.041519034,4.698480966,4.74,,,4.69,,,,,,,,
9031.3,9031,berlandieri,Drought,1,6.642,3.927743733,2.462256267,6.018,0.119988858,5.66,0.627988858,6.287988858,5.87,0.417988858,6.287988858,5.85,0.287988858,6.287988858,5.55,,Dont Water Today,,5.29,0.241972145,5.531972145,5.53,5.26,0.150871866,5.410871866,5.42,5,0.410871866,5.410871866,5.41,5.11,0.05464624,5.16464624,5.16464624,4.95,-0.031579387,4.918420613,4.95,,4.76,0.158420613,4.918420613,4.91,4.77,0.148420613,4.918420613,4.91,4.75,0.168420613,4.918420613,4.91,4.67,0.248420613,4.918420613,4.92,4.73,0.188420613,4.918420613,4.91,4.7455,0.172920613,4.918420613,4.9695,4.7,0.218420613,4.918420613,4.91,4.74,0.178420613,4.918420613,4.74,4.65,0.022194986,4.672194986,4.68,4.6,4.597833333,4.597833333,4.672194986,4.61,-0.012166667,4.597833333,4.672194986,4.61,4.62,0.308420613,4.918420613,4.91,4.76,0.158420613,4.918420613,4.91,,,,4.918420613,4.918420613,,,4.77,0.148420613,4.918420613,,,,4.918420613,,4.8,-0.127805014,4.672194986,4.8,,,,4.73,4.672,4,4.73,4.71,,,
9035.7,9035,berlandieri,Control,7,7.316,4.342031569,2.721968431,6.09555,0.676056314,6.3025,0.469106314,6.771606314,6.4065,0.365106314,6.771606314,6.443,0.328606314,6.771606314,6.258,0.513606314,6.771606314,6.7715,6.432,0.339606314,6.771606314,6.772,6.4415,0.330106314,6.771606314,6.771,6.152,0.619606314,6.771606314,6.77,6.46,0.311606314,6.771606314,6.78,6.4,0.371606314,6.771606314,6.77,7.3405,,6.771606314,6.771606314,,6.79,0.253803157,7.043803157,7.07,6.33,0.713803157,7.043803157,7.05,5.99,1.053803157,7.043803157,7.1305,6.28,0.763803157,7.043803157,7.05,6.1825,0.861303157,7.043803157,7.1815,6.72,0.323803157,7.043803157,7.06,6.98,0.063803157,7.043803157,7.05,6.76,0.283803157,7.043803157,7.06,6.7535,6.755363046,6.755363046,6.771606314,6.52,0.235363046,6.755363046,6.771606314,6.77,,0.273803157,7.043803157,,6.79,0.253803157,7.043803157,7.04,,,6.03,1.013803157,7.043803157,7.1845,,6.16,0.883803157,7.043803157,7.05,6.59,,,,,,,,,,,,,,,,,,
9035.8,9035,berlandieri,Control,11,6.962,4.124438254,2.585561746,5.798,0.646887651,6.05,0.394887651,6.444887651,5.92,0.524887651,6.444887651,6.02,0.424887651,6.444887651,5.915,0.529887651,6.444887651,6.456,6.12,0.324887651,6.444887651,6.44,6.1,0.344887651,6.444887651,6.44,5.8315,0.613387651,6.444887651,6.44,6.02,0.424887651,6.444887651,6.44,6.03,0.414887651,6.444887651,6.44,7.1255,,6.444887651,6.444887651,,5.02,1.683443825,6.703443825,6.71,5.68,1.023443825,6.703443825,6.76,5.63,1.073443825,6.703443825,6.7,6.17,0.533443825,6.703443825,6.72,5.8615,0.841943825,6.703443825,6.7655,6.34,0.363443825,6.703443825,6.7,6.61,0.093443825,6.703443825,6.71,6.25,0.453443825,6.703443825,6.7,6.29,6.751517177,6.751517177,6.477387651,6.35,0.401517177,6.751517177,6.477387651,6.75,,-0.014056175,6.735943825,,6.72,0.015943825,6.735943825,6.73,,,,6.735943825,6.735943825,,Added 1000 ml,6.421,0.314943825,6.735943825,6.7425,,5.73,6.735943825,6.73,,,,,6.6785,,,,,,,,,,
9035.9,9035,berlandieri,Control,41,6.398,3.77776416,2.36823584,5.448,0.464792943,5.48,0.582792943,6.062792943,5.61,0.452792943,6.062792943,5.71,0.352792943,6.062792943,5.46,0.602792943,6.062792943,6.06,5.67,0.392792943,6.062792943,6.06,5.69,0.234352832,5.924352832,5.92,5.33,0.594352832,5.924352832,5.93,5.5,0.424352832,5.924352832,5.92,5.47,0.454352832,5.924352832,5.92,6.946,,5.924352832,5.924352832,,6.15,0.011176416,6.161176416,6.16,5.41,0.751176416,6.161176416,6.16,5.21,0.951176416,6.161176416,6.19,5.46,0.701176416,6.161176416,6.16,5.4095,0.751676416,6.161176416,6.189,5.84,0.321176416,6.161176416,6.16,6.3,-0.138823584,6.161176416,6.3,5.95,0.211176416,6.161176416,6.16,5.42,6.74238324,6.74238324,5.924352832,6.15,0.59238324,6.74238324,5.924352832,6.74,,-0.578823584,6.161176416,,6.29,-0.128823584,6.161176416,6.29,,,,6.161176416,6.161176416,,1000 ml,6.04,0.121176416,6.161176416,6.26,,,6.161176416,,5.46,0.701176416,6.161176416,6.17,,,5.7535,,,,,,,,
9035.6,9035,berlandieri,Control,2,6.43,3.797433612,2.380566388,5.972,-0.029673166,5.61,0.482326834,6.092326834,5.73,0.362326834,6.092326834,5.779,0.163326834,6.092326834,5.52,0.572326834,6.092326834,6.1,5.79,0.302326834,6.092326834,6.09,5.8,0.153886722,5.953886722,5.95,5.49,0.463886722,5.953886722,5.96,5.64,0.313886722,5.953886722,5.953886722,5.63,0.323886722,5.953886722,5.95,7.1125,,5.953886722,5.953886722,,6.61,-0.418056639,6.191943361,6.61,6.09,0.101943361,6.191943361,6.19,5.44,0.751943361,6.191943361,6.24,5.68,0.511943361,6.191943361,6.2,5.5755,0.616443361,6.191943361,6.2165,6.41,-0.218056639,6.191943361,6.41,6.59,-0.398056639,6.191943361,6.59,6.41,-0.218056639,6.191943361,6.41,6.46,6.064068245,6.064068245,5.953886722,6.52,-0.455931755,6.064068245,5.953886722,6.52,,-0.328056639,6.191943361,,6.61,-0.418056639,6.191943361,6.61,,,,6.191943361,6.191943361,,1000 ml,6.55,-0.358056639,6.191943361,,,,6.191943361,,5.61,0.581943361,6.191943361,6.19,,,,5.52,6.191943361,6.19,6.18,5.91,,,
9035.2,9035,berlandieri,Drought,54,7.296,4.329738162,2.714261838,5.9265,0.826647632,6.361,0.392147632,6.753147632,6.21,0.543147632,6.753147632,6.29,0.463147632,6.753147632,6.102,,Dont Water Today,,5.86,0.078869081,5.938869081,5.941,5.66,0.278869081,5.938869081,5.93,5.51,0.428869081,5.938869081,5.93,5.73,-0.062557103,5.667442897,,5.53,-0.133983287,5.396016713,,,5.29,0.106016713,5.396016713,5.41,5.25,0.146016713,5.396016713,5.39,5.18,0.216016713,5.396016713,5.41,5.146,0.250016713,5.396016713,5.4005,5.21,0.186016713,5.396016713,5.4,5.217,0.179016713,5.396016713,5.4155,5.16,0.236016713,5.396016713,5.4,5.2,0.196016713,5.396016713,5.2,5.09,0.034590529,5.124590529,5.14,4.98,4.91291922,4.91291922,5.124590529,4.98,-0.06708078,4.91291922,5.124590529,4.98,4.93,0.416016713,5.396016713,5.39,5.29,0.106016713,5.396016713,5.39,,,,5.396016713,5.396016713,,,4.878,0.518016713,5.396016713,5.4,5.38,,,,,,,,,,,,,,,,,,
9035.1,9035,berlandieri,Drought,53,6.819,4.03654039,2.53045961,5.51,0.802908078,5.6535,0.659408078,6.312908078,5.84,0.472908078,6.312908078,5.72,0.592908078,6.312908078,5.5,,Dont Water Today,,5.23,0.323770195,5.553770195,5.55,5.21,0.343770195,5.553770195,5.53,4.95,0.603770195,5.553770195,5.55,5.2,0.100724234,5.300724234,5.3,4.96,0.087678273,5.047678273,,,4.64,0.407678273,5.047678273,5,4.77,0.277678273,5.047678273,5.04,4.72,0.327678273,5.047678273,5.05,4.61,0.437678273,5.047678273,5.04,4.77,0.277678273,5.047678273,5.08,4.764,0.283678273,5.047678273,5.068,4.65,0.397678273,5.047678273,5.04,4.77,0.277678273,5.047678273,4.77,4.59,0.204632312,4.794632312,4.8,4.59,4.941280409,4.941280409,4.794632312,4.69,0.251280409,4.941280409,4.794632312,,4.84,5.047678273,5.047678273,5.04,4.86,0.187678273,5.047678273,5.07,,,,5.047678273,5.047678273,,,4.786,0.261678273,5.047678273,5.044,,,5.047678273,,,,,,4.73,4.6985,,,,,,,,,
9035.3,9035,berlandieri,Drought,40,6.67,3.944954503,2.473045497,5.576,0.587831012,5.63,0.683831012,6.313831012,5.74,0.573831012,6.313831012,5.86,0.453831012,6.313831012,5.68,,Dont Water Today,mealybugs,5.34,0.21457753,5.55457753,5.55,5.23,0.203477252,5.433477252,5.44,4.94,0.493477252,5.433477252,5.43,5.05,0.136172702,5.186172702,5.19,4.89,0.048868152,4.938868152,,,4.63,0.308868152,4.938868152,4.94,4.7,0.238868152,4.938868152,4.94,4.63,0.308868152,4.938868152,4.93,4.58,0.358868152,4.938868152,4.94,4.64,0.298868152,4.938868152,4.93,4.6565,0.282368152,4.938868152,4.9445,4.54,0.398868152,4.938868152,4.93,4.69,0.248868152,4.938868152,4.69,4.53,0.161563603,4.691563603,4.7,4.47,4.782181059,4.782181059,4.691563603,4.42,0.362181059,4.782181059,4.691563603,4.78,4.69,0.158868152,4.938868152,4.94,4.76,0.178868152,4.938868152,4.94,,,,4.938868152,4.938868152,,,4.62,0.318868152,4.938868152,4.93,,,4.938868152,,4.69,0.001563603,4.691563603,4.69,,,4.622,4.58,4.691563603,4.73,4.74,4.65,,,
9035.4,9035,berlandieri,Drought,20,6.337,3.740269267,2.344730733,5.672,0.184493965,5.38,0.626493965,6.006493965,5.512,0.344493965,6.006493965,5.452,0.404493965,6.006493965,5.3,,Dont Water Today,,5.04,0.245734912,5.285734912,5.3,5.04,0.124634633,5.164634633,5.16,4.77,0.394634633,5.164634633,5.16,4.86,0.07016156,4.93016156,4.93016156,4.72,-0.024311513,4.695688487,4.72,,4.53,0.165688487,4.695688487,4.69,4.55,0.145688487,4.695688487,4.69,4.53,0.165688487,4.695688487,4.69,4.45,0.245688487,4.695688487,,4.5,0.195688487,4.695688487,4.69,4.5245,0.171188487,4.695688487,4.7275,4.47,0.225688487,4.695688487,4.69,4.52,0.175688487,4.695688487,4.52,4.42,0.041215413,4.461215413,4.46,4.37,4.340507428,4.340507428,4.461215413,4.37,-0.029492572,4.340507428,4.461215413,4.37,4.4,0.325688487,4.695688487,4.69,4.58,0.115688487,4.695688487,4.69,,,,4.695688487,4.695688487,,,4.51,0.185688487,4.695688487,,,,4.695688487,,4.55,-0.088784587,4.461215413,4.55,,,,4.5,4.461215413,didn't water,4.56,4.51,,,
T48.7,T48,mustangensis,Control,33,7.41,4.399810585,2.758189415,5.9675,0.890862117,6.161,0.697362117,6.858362117,6.263,0.595362117,6.858362117,6.287,0.571362117,6.858362117,6.0515,0.806862117,6.858362117,6.5885,6.0595,0.798862117,6.858362117,6.869,6.3,0.558362117,6.858362117,6.8605,5.8465,1.011862117,6.858362117,6.9095,6.3,0.558362117,6.858362117,6.88,6.21,0.648362117,6.858362117,6.86,7.7055,,6.858362117,6.858362117,,,7.134181059,7.134181059,,6.9,0.234181059,7.134181059,7.13,6.1215,1.012681059,7.134181059,7.1425,6.27,0.864181059,7.134181059,7.13,6.266,0.868181059,7.134181059,7.1635,6.89,0.244181059,7.134181059,7.13,6.97,0.164181059,7.134181059,7.13,6.83,0.304181059,7.134181059,7.13,6.953,6.736133705,6.736133705,6.858362117,6.87,-0.133866295,6.736133705,6.858362117,6.87,,0.264181059,7.134181059,,,,,,6.96,6.7355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T48.6,T48,mustangensis,Control,48,7.486,4.446525534,2.787474466,5.9605,0.968005107,6.3575,0.571005107,6.928505107,6.302,0.626505107,6.928505107,6.3,0.628505107,6.928505107,6.0255,0.903005107,6.928505107,6.959,6.3905,0.538005107,6.928505107,6.924,6.26,0.668505107,6.928505107,6.92,5.81,1.118505107,6.928505107,6.92,6.27,0.658505107,6.928505107,6.92,6.14,0.788505107,6.928505107,6.93,7.232,,6.928505107,6.928505107,,,7.207252553,7.207252553,,6.21,0.997252553,7.207252553,,5.8355,1.371752553,7.207252553,7.248,6.21,0.997252553,7.207252553,7.2,6.022,1.185252553,7.207252553,7.228,6.74,0.467252553,7.207252553,7.21,6.95,0.257252553,7.207252553,7.2,6.45,0.757252553,7.207252553,7.2,6.49,7.201293872,7.201293872,6.928505107,6.45,0.751293872,7.201293872,6.928505107,7.2,,0.007252553,7.207252553,,7.02,0.187252553,7.207252553,7.2,,,6.003,1.204252553,7.207252553,7.2605,,6.45,0.757252553,7.207252553,7.25,6.75,,,,,,,,,,,,,,,,,,
T48.8,T48,mustangensis,Control,39,7.0475,4.176992572,2.618507428,6.08,0.443798514,6.205,0.318798514,6.523798514,6.2,0.323798514,6.523798514,6.22,0.303798514,6.523798514,6.06,0.463798514,6.523798514,6.52,6.3,0.223798514,6.523798514,6.53,6.27,0.253798514,6.523798514,6.52,6,0.523798514,6.523798514,6.52,6.22,0.303798514,6.523798514,6.52,6.19,0.333798514,6.523798514,6.52,7.234,,6.523798514,6.523798514,,6.74,0.045649257,6.785649257,6.78,6.29,0.495649257,6.785649257,6.78,5.94,0.845649257,6.785649257,6.78,6.31,0.475649257,6.785649257,6.78,6.241,0.544649257,6.785649257,6.7985,6.56,0.225649257,6.785649257,6.79,6.75,0.035649257,6.785649257,6.78,6.11,0.675649257,6.785649257,6.78,6.52,6.723634633,6.723634633,6.523798514,6.58,0.143634633,6.723634633,6.523798514,6.73,,0.055649257,6.785649257,,6.85,-0.064350743,6.785649257,6.85,,,,6.785649257,6.785649257,,1000 ml,6.7795,0.006149257,6.785649257,6.798,,6.09,6.785649257,6.78,,,,,6.71,6.483,,,,,,,,,
T48.10,T48,mustangensis,Control,27,7.22,4.283023213,2.684976787,6.3,0.383004643,6.25,0.433004643,6.683004643,6.27,0.413004643,6.683004643,6.28,0.403004643,6.683004643,6.02,0.663004643,6.683004643,6.68,6.3095,0.373504643,6.683004643,6.7025,6.28,0.403004643,6.683004643,6.68,5.88,0.803004643,6.683004643,6.68,6.18,0.503004643,6.683004643,6.68,6.12,0.563004643,6.683004643,6.68,7.4345,,6.683004643,6.683004643,,,6.951502321,6.951502321,,6.67,0.281502321,6.951502321,7,5.95,1.001502321,6.951502321,6.95,6.13,0.821502321,6.951502321,6.96,6.0705,0.881002321,6.951502321,6.975,6.37,0.581502321,6.951502321,6.95,6.74,0.211502321,6.951502321,6.95,6.39,0.561502321,6.951502321,6.96,6.6,7.117836119,7.117836119,6.683004643,6.61,0.507836119,7.117836119,6.683004643,,,6.951502321,6.951502321,,6.69,0.261502321,6.951502321,6.96,,,,6.951502321,6.951502321,,1000 ml,6.6,0.351502321,6.951502321,6.95,,,6.951502321,,5.82,1.131502321,6.951502321,6.95,,,6.553,,,,,,,,
T48.9,T48,mustangensis,Control,50,6.439,3.802965645,2.384034355,6.088,-0.13736676,5.72,0.23063324,6.10063324,5.592,0.35863324,6.10063324,5.604,0.34663324,6.10063324,5.48,0.62063324,6.10063324,6.1,5.71,0.39063324,6.10063324,6.1,5.75,0.212193129,5.962193129,5.96,5.35,0.612193129,5.962193129,5.96,5.55,0.412193129,5.962193129,5.96,5.46,0.502193129,5.962193129,5.96,7.1003,6.93,-0.967806871,5.962193129,,,6.200596565,6.200596565,,6.38,-0.179403435,6.200596565,6.38,5.59,0.610596565,6.200596565,6.22,5.51,0.690596565,6.200596565,6.2,5.3815,0.819096565,6.200596565,6.237,6.21,-0.009403435,6.200596565,6.2,6.2,0.000596565,6.200596565,6.2,6.05,0.150596565,6.200596565,6.21,6.15,6.39529364,6.39529364,5.962193129,6.08,0.31529364,6.39529364,5.962193129,6.39,,-0.189403435,6.200596565,,6.25,-0.049403435,6.200596565,6.25,,,,6.200596565,6.200596565,,1000 ml,6.24,-0.039403435,6.200596565,,,,6.200596565,,5.54,0.660596565,6.200596565,6.2,,,,5.56,6.200596565,6.24,6.23,5.93,,,
T48.4,T48,mustangensis,Drought,38,7.542,4.480947075,2.809052925,5.8545,1.125689415,6.0525,0.927689415,6.980189415,6.252,0.728189415,6.980189415,6.36,0.620189415,6.980189415,6.048,,Dont Water Today,,5.6205,0.516973538,6.137473538,6.176,5.7045,0.432973538,6.137473538,6.142,5.3655,0.771973538,6.137473538,6.148,5.66,0.196568245,5.856568245,5.88,5.45,0.125662953,5.575662953,,,5.09,0.485662953,5.575662953,5.57,,5.575662953,5.575662953,,5.11,0.465662953,5.575662953,5.58,5.1695,0.406162953,5.575662953,5.5795,5.22,0.355662953,5.575662953,5.57,5.2085,0.367162953,5.575662953,5.5925,5.14,0.435662953,5.575662953,5.57,5.24,0.335662953,5.575662953,5.24,5.06,0.23475766,5.29475766,5.29,5.007,4.874862117,4.874862117,5.29475766,4.92,-0.045137883,4.874862117,5.29475766,4.92,4.91,0.655662953,5.575662953,5.58,,,,,5.24,5.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T48.2,T48,mustangensis,Drought,19,7.04,4.172382544,2.615617456,5.494,1.022876509,5.937,0.579876509,6.516876509,5.841,0.675876509,6.516876509,5.83,0.686876509,6.516876509,5.5495,,Dont Water Today,,5.213,0.519191272,5.732191272,5.7325,5.2825,0.449691272,5.732191272,5.7365,5.06,0.672191272,5.732191272,5.74,5.34,0.130629527,5.470629527,5.47,5.12,0.089067781,5.209067781,,,4.86,0.349067781,5.209067781,5.2,,5.209067781,5.209067781,,4.81,0.399067781,5.209067781,5.2,4.861,0.348067781,5.209067781,5.3045,4.98,0.229067781,5.209067781,5.2,4.9265,0.282567781,5.209067781,5.2315,4.87,0.339067781,5.209067781,5.21,4.94,0.269067781,5.209067781,4.94,4.8,0.147506035,4.947506035,4.96,4.753,4.78010585,4.78010585,4.947506035,4.7,0.08010585,4.78010585,4.947506035,4.78,4.75,0.429067781,5.209067781,5.25,4.94,0.269067781,5.209067781,5.2,,,,5.209067781,5.209067781,,,4.8695,0.339567781,5.209067781,5.211,4.97,,,,,,,,,,,,,,,,,,
T48.1,T48,mustangensis,Drought,51,7.488,4.447754875,2.788245125,6.61,0.320350975,6.605,0.325350975,6.930350975,6.55,0.380350975,6.930350975,6.58,0.350350975,6.930350975,6.38,,Dont Water Today,,6.15,-0.056122563,6.093877437,6.15,5.95,0.143877437,6.093877437,6.09,5.65,0.443877437,6.093877437,6.1,5.84,-0.024947075,5.815052925,5.84,5.6,-0.063771588,5.536228412,,,5.29,0.246228412,5.536228412,5.53,5.32,0.216228412,5.536228412,5.53,5.26,0.276228412,5.536228412,5.53,5.16,0.376228412,5.536228412,5.53,5.3,0.236228412,5.536228412,5.53,5.275,0.261228412,5.536228412,5.5715,5.17,0.366228412,5.536228412,5.53,5.32,0.216228412,5.536228412,5.32,5.1,0.1574039,5.2574039,5.25,5.03,4.794632312,4.794632312,5.2574039,4.96,-0.165367688,4.794632312,5.2574039,,4.94,5.536228412,5.536228412,5.53,5.33,0.206228412,5.536228412,5.53,,,,5.536228412,5.536228412,,,5.2415,0.294728412,5.536228412,5.533,,,5.536228412,,,,,,5.24,5.216,,,,,,,,,
T48.3,T48,mustangensis,Drought,34,7.5545,4.488630455,2.813869545,6.366,0.614166202,6.37,0.760166202,7.130166202,6.56,0.570166202,7.130166202,6.64,0.490166202,7.130166202,6.31,,Dont Water Today,6.31,5.94,0.328665506,6.268665506,6.26,5.88,0.267565228,6.147565228,6.14,5.54,0.607565228,6.147565228,6.14,5.73,0.136178273,5.866178273,5.86,5.52,0.064791319,5.584791319,,,5.25,0.334791319,5.584791319,5.58,,5.584791319,5.584791319,,5.25,0.334791319,5.584791319,,5.24,0.344791319,5.584791319,5.58,5.29,0.294791319,5.584791319,5.58,5.3185,0.266291319,5.584791319,5.612,5.21,0.374791319,5.584791319,5.58,5.37,0.214791319,5.584791319,5.37,5.21,0.093404364,5.303404364,5.3,5.13,4.992123027,4.992123027,5.303404364,5.09,-0.097876973,4.992123027,5.303404364,5.09,5.23,0.494791319,5.584791319,5.58,5.41,0.174791319,5.584791319,5.59,,,,5.584791319,5.584791319,,,5.33,0.254791319,5.584791319,5.58,,,5.584791319,,5.36,-0.056595636,5.303404364,5.36,,,5.268,,,,,,,,
T48.5,T48,mustangensis,Drought,17,6.3945,3.775612813,2.366887187,5.828,0.081562674,5.45,0.609562674,6.059562674,5.678,0.231562674,6.059562674,5.542,0.367562674,6.059562674,5.39,,Dont Water Today,5.39,5.15,0.182156685,5.332156685,5.33,5.18,0.031056407,5.211056407,5.45,5.01,0.201056407,5.211056407,5.21,4.94,0.034367688,4.974367688,4.974367688,4.79,-0.052321031,4.737678969,4.79,,4.63,0.107678969,4.737678969,4.73,,4.737678969,4.737678969,,4.6,0.137678969,4.737678969,4.73,4.55,0.187678969,4.737678969,4.73,4.58,0.157678969,4.737678969,4.73,6.612,-1.874321031,4.737678969,4.8975,4.61,0.127678969,4.737678969,4.73,4.6,0.137678969,4.737678969,4.6,4.53,-0.029009749,4.500990251,4.53,4.47,4.576735376,4.576735376,4.500990251,4.52,0.056735376,4.576735376,4.500990251,4.57,4.51,0.167678969,4.737678969,4.73,4.63,0.107678969,4.737678969,4.73,,,,4.737678969,4.737678969,,,4.58,0.157678969,4.737678969,,,,4.737678969,,4.62,-0.119009749,4.500990251,4.62,,,,4.54,4.500990251,Didn't water,4.56,4.53,,,
255189.01.7,255189.01,riparia,Control,5,7.372,4.376453111,2.743546889,6.08,0.743290622,5.796,1.027290622,6.823290622,5.9855,0.837790622,6.823290622,6.0875,0.735790622,6.823290622,5.8515,0.971790622,6.823290622,6.8415,6.0895,0.733790622,6.823290622,6.8255,6.0785,0.744790622,6.823290622,6.9,5.5425,1.280790622,6.823290622,6.8315,5.904,0.919290622,6.823290622,6.82,5.85,0.973290622,6.823290622,6.82,7.1835,6.96,-0.136709378,6.823290622,,5.87,1.227645311,7.097645311,7.09,5.44,1.657645311,7.097645311,7.1,5.2885,1.809145311,7.097645311,7.0935,5.57,1.527645311,7.097645311,7.12,5.6045,1.493145311,7.097645311,7.113,5.82,1.277645311,7.097645311,7.1,6.53,0.567645311,7.097645311,7.09,6.17,0.927645311,7.097645311,7.1,6.335,6.799590529,6.799590529,6.920790622,6.17,0.629590529,6.799590529,6.920790622,6.79,,0.307645311,7.097645311,,,,,,6.2245,5.8345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
